영화명,제작연도,장르
비스트 스토커 2 - <증인> 두 번째 이야기,2010,"액션,드라마,스릴러"
첫사랑 열전,2010,멜로/로맨스
더 레이디,2010,드라마
메가샤크VS크로코사우러스,2010,"SF,액션"
레드라인,2010,애니메이션
언피니시드,2010,"드라마,스릴러"
아프리카 마법여행,2010,"어드벤처,드라마,가족,판타지"
마징카이저,2010,"애니메이션,액션"
돈비 어프레이드 : 어둠 속의 속삭임,2010,"공포(호러),스릴러"
킥 애스: 영웅의 탄생,2010,"액션,어드벤처,코미디"
스트리트댄스,2010,"드라마,멜로/로맨스"
스페이스 독,2010,"애니메이션,코미디,가족"
킬링 타임,2010,공포(호러)
서약,2010,"드라마,멜로/로맨스"
엣지 오브 다크니스,2010,"범죄,드라마,미스터리,스릴러"
디어 존,2010,"드라마,멜로/로맨스,전쟁"
크레이지,2010,"공포(호러),SF,스릴러"
프롬 파리 위드 러브,2010,"액션,스릴러,범죄"
피라냐,2010,"액션,공포(호러),스릴러"
레드,2010,액션
라스트 엑소시즘,2010,"공포(호러),스릴러"
스카이 라인,2010,"액션,스릴러,SF"
쏘우 3D,2010,공포(호러)
새미의 어드벤쳐,2010,"애니메이션,어드벤처"
시즌 오브 더 위치: 마녀 호송단,2010,"어드벤처,드라마,판타지"
생텀,2010,"어드벤처,드라마,액션,스릴러"
알파 앤 오메가,2010,"애니메이션,어드벤처,코미디,가족"
줄리아의 눈,2010,"미스터리,스릴러,범죄,공포(호러)"
빨간모자의 진실 2,2010,애니메이션
전성계비,2010,"액션,SF,스릴러"
13인의 자객,2010,액션
스위치,2010,"멜로/로맨스,코미디"
엽문 3,2010,액션
리멤버 미,2010,"멜로/로맨스,드라마"
레지던트,2010,"스릴러,공포(호러)"
닷핵퀀텀 : 숨겨진 몬스터의 비밀,2010,애니메이션
스톤,2010,"드라마,스릴러"
이소룡전,2010,"액션,드라마"
아름다운 유산,2010,드라마
넉 아웃,2010,액션
킬 스피드,2010,액션
걸리버 여행기,2010,"코미디,어드벤처"
정무문 : 100대 1의 전설,2010,액션
와일드 타겟,2010,"드라마,코미디,액션,범죄"
스파이 넥스트 도어,2010,"코미디,액션"
저스트 비트윈 어스,2010,"드라마,코미디"
내일의 죠,2010,"드라마,액션"
엑스맨: 퍼스트 클래스,2010,액션
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2010,애니메이션
썬더일레븐 극장판 : 최강군단 오우거의 습격,2010,"애니메이션,어드벤처,액션"
마셰티,2010,액션
히어애프터,2010,"드라마,판타지"
옹박 : 마지막 미션,2010,액션
라스트 나잇,2010,멜로/로맨스
베니싱,2010,미스터리
미트 페어런츠 3,2010,코미디
타운,2010,"드라마,범죄,스릴러"
그린 호넷,2010,드라마
세인트 클라우드,2010,"멜로/로맨스,판타지"
웨이 백,2010,드라마
메가마인드,2010,애니메이션
러브 & 드럭스,2010,"멜로/로맨스,코미디"
파이터,2010,드라마
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,2010,애니메이션
트론: 새로운 시작,2010,"SF,스릴러,액션"
아이 엠 넘버 포,2010,"액션,SF"
투어리스트,2010,"드라마,스릴러"
메카닉,2010,"드라마,액션,스릴러"
극장판 유희왕 : 시공을 초월한 우정,2010,애니메이션
은어,2010,멜로/로맨스
언노운,2010,"드라마,스릴러,액션"
미요코,2010,드라마
세나: F1의 신화,2010,다큐멘터리
127시간,2010,"드라마,스릴러"
드리프트우드,2010,"공포(호러),스릴러,미스터리"
나루토 질풍전 극장판 4 - 더 로스트 타워,2010,애니메이션
데블,2010,공포(호러)
파라노말 포제션,2010,공포(호러)
22 블렛,2010,"액션,범죄"
먹고 기도하고 사랑하라,2010,"드라마,멜로/로맨스"
캣츠 앤 독스 2,2010,"가족,코미디,액션"
레지던트 이블 4: 끝나지 않은 전쟁 3D,2010,"공포(호러),스릴러,액션"
킬러스,2010,"액션,코미디,멜로/로맨스"
프레데터스,2010,"액션,스릴러,SF,어드벤처"
익스펜더블,2010,"스릴러,액션"
스페이스 침스 - 자톡의 역습 3D,2010,"애니메이션,어드벤처"
스텝 업 3D,2010,"드라마,멜로/로맨스"
솔트,2010,"스릴러,액션"
명탐정 코난: 천공의 난파선,2010,"애니메이션,가족"
마법사의 제자,2010,"드라마,액션,판타지,어드벤처"
나잇&데이,2010,"액션,코미디"
플랜 B,2010,"코미디,멜로/로맨스"
A-특공대,2010,액션
베스트 키드,2010,"가족,드라마,액션"
레고:클러치파워의 모험,2010,"애니메이션,액션,가족"
페르시아의 왕자: 시간의 모래,2010,"액션,어드벤처,판타지"
나이트메어,2010,"공포(호러),스릴러"
로빈 후드,2010,"액션,드라마,사극"
케로로 더 무비 5: 기적의 사차원섬,2010,"애니메이션,어드벤처,가족"
바운티 헌터,2010,"멜로/로맨스,코미디"
대병소장,2010,"액션,코미디"
오페라-장미의 기사,2010,"뮤지컬,공연"
크레이지 하트,2010,"드라마,멜로/로맨스"
이상한 나라의 앨리스,2010,"판타지,어드벤처,가족"
클로이,2010,"드라마,스릴러"
퍼시 잭슨과 번개 도둑,2010,"판타지,어드벤처"
울프맨,2010,"공포(호러),스릴러"
불량남녀,2010,코미디
젓가락,2010,"코미디,드라마"
나탈리,2010,"멜로/로맨스,드라마"
라이브 인 3D 휘성 : 잇츠 리얼,2010,다큐멘터리
미스터좀비,2010,"코미디,공포(호러)"
인플루언스,2010,드라마
"60년전, 사선에서",2010,다큐멘터리
샤인 어 라이트(1st 지드래곤 콘서트),2010,다큐멘터리
리얼 스틸,2010,"액션,드라마,SF"
"리벤지, 미친 사랑 이야기",2010,공포(호러)
극장판 아따맘마3D : 엄마는 초능력자,2010,애니메이션
심장이 뛴다,2010,드라마
상하이,2010,"드라마,미스터리,멜로/로맨스"
인사이드잡,2010,"다큐멘터리,범죄"
킬러 엘리트,2011,"스릴러,액션"
"사랑한다, 사랑하지 않는다",2011,멜로/로맨스
케이온,2011,애니메이션
마당을 나온 암탉,2011,애니메이션
해리 포터와 죽음의 성물2,2011,"판타지,미스터리"
577 프로젝트,2011,"코미디,드라마"
티끌모아 로맨스,2011,"멜로/로맨스,코미디"
화차,2011,미스터리
틴틴 : 유니콘호의 비밀,2011,"애니메이션,가족,어드벤처"
뜨거운 욕망,2011,"코미디,멜로/로맨스"
처녀들의 만찬,2011,"코미디,드라마"
완벽한 파트너-감독판,2011,코미디
캣 런,2011,"액션,코미디"
비키니 대작전,2011,"코미디,멜로/로맨스"
나비와 바다,2011,다큐멘터리
범죄와의 전쟁: 나쁜놈들 전성시대,2011,"범죄,드라마"
코리아,2011,드라마
팅커 테일러 솔저 스파이,2011,스릴러
신들의 전쟁,2011,"드라마,액션,판타지"
써니 감독판,2011,"드라마,코미디"
카잭,2011,"스릴러,드라마"
별을 쫓는 아이,2011,애니메이션
굿닥터,2011,스릴러
너는 펫,2011,"멜로/로맨스,코미디"
풍산개,2011,드라마
슈퍼스타,2011,"코미디,드라마"
기린의 날개,2011,"범죄,드라마,스릴러"
미확인 동영상 : 절대클릭금지,2011,공포(호러)
소스 코드,2011,"액션,SF,스릴러"
적과의 동침,2011,"드라마,멜로/로맨스"
블라인드,2011,스릴러
댄싱퀸,2011,"코미디,드라마"
위험한 상견례,2011,"코미디,멜로/로맨스"
체포왕,2011,"코미디,액션"
마마,2011,드라마
기생령,2011,공포(호러)
통증,2011,"멜로/로맨스,드라마"
오늘,2011,드라마
나는 공무원이다,2011,"코미디,드라마"
철암 계곡의 혈투,2011,"서부극(웨스턴),액션"
무사 4대 문파와의 혈투,2011,"액션,전쟁"
마이 웨이,2011,"전쟁,액션,드라마"
파파,2011,"가족,코미디"
더 데이,2011,"드라마,공포(호러)"
줄탁동시,2011,드라마
삼총사 3D,2011,"액션,어드벤처"
피라냐 3DD,2011,"공포(호러),스릴러,코미디"
프렌즈: 몬스터섬의비밀,2011,"애니메이션,어드벤처"
페이스메이커,2011,드라마
더 그레이,2011,"액션,드라마,스릴러"
그레이트 파이트,2011,"액션,드라마"
시니어 재즈 밴드,2011,드라마
퀵,2011,"코미디,액션"
무협,2011,"액션,드라마"
스노우 비스트,2011,"공포(호러),SF"
환타스틱 모던가야그머,2011,다큐멘터리
카운트다운,2011,"드라마,액션"
몬스터 워,2011,"스릴러,공포(호러)"
파계승,2011,"액션,드라마"
리벤지: 피의 보복,2011,"액션,드라마"
킹덤 오브 글래디에이터,2011,"액션,어드벤처,전쟁"
러브픽션,2011,"멜로/로맨스,코미디"
가문의 영광4 - 가문의 수난,2011,코미디
고양이: 죽음을 보는 두 개의 눈,2011,공포(호러)
세상에서 가장 아름다운 이별,2011,드라마
하울링,2011,"범죄,드라마"
수상한 고객들,2011,"코미디,드라마"
화이트: 저주의 멜로디,2011,공포(호러)
일본대침몰: 야쿠자 대전쟁,2011,"액션,드라마"
메가 사이클론 스톰,2011,"액션,드라마,SF"
성스러운 스즈네 : 제네시스,2011,"멜로/로맨스,SF"
성스러운 스즈네 : 에볼루션,2011,"멜로/로맨스,SF"
악마의 탄생,2011,"스릴러,공포(호러),드라마"
몬스터 맥스,2011,"코미디,가족"
물고기,2011,미스터리
사냥: 헌터스 킬러,2011,"공포(호러),스릴러"
써니,2011,"드라마,코미디"
부러진 화살,2011,드라마
옹박 4: 리얼 액션 마스터,2011,"액션,드라마"
소중한 날의 꿈 감독판,2011,애니메이션
밍크코트,2011,드라마
헌팅 인 살렘: 악령의 마을,2011,공포(호러)
고지전,2011,"드라마,전쟁"
다른나라에서,2011,드라마
도가니,2011,드라마
월드워2: 나치의 침공,2011,"액션,전쟁"
이케부쿠로 양키전쟁 2 - 사키,2011,"액션,멜로/로맨스"
걸 아바타,2011,"코미디,멜로/로맨스"
흉가 : 유령의 집,2011,공포(호러)
최종병기 활,2011,"사극,액션"
로맨틱 헤븐,2011,드라마
헤드,2011,"액션,스릴러"
분노의 레이싱 질주,2011,"액션,어드벤처"
히트,2011,"드라마,액션,코미디"
버진 사무라이,2011,"코미디,드라마"
사탄의 부활,2011,"공포(호러),스릴러"
모비딕,2011,"스릴러,드라마"
몬스터 호텔,2011,"애니메이션,가족"
라다랜드,2011,공포(호러)
크롬스컬: 레이드 투 레스트 2,2011,공포(호러)
말하는 건축가,2011,다큐멘터리
커플즈,2011,"멜로/로맨스,코미디"
아기기린 자라파,2011,애니메이션
완득이,2011,드라마
오싹한 연애,2011,"공포(호러),멜로/로맨스,코미디"
사랑이 무서워,2011,"코미디,멜로/로맨스"
코쿠리코 언덕에서,2011,"애니메이션,멜로/로맨스"
어머니,2011,다큐멘터리
슈퍼 샤크,2011,"액션,코미디,SF"
인시디어스,2011,"공포(호러),판타지,스릴러"
특수본,2011,"액션,범죄"
뮤턴트 둠스데이,2011,"액션,SF"
최종병기 활 감독확장판,2011,"사극,액션"
스노우 아마겟돈,2011,"액션,어드벤처,판타지"
쿵푸팬더 2,2011,"애니메이션,액션,어드벤처,코미디,가족"
피그,2011,"드라마,미스터리,SF"
하드 로맨티커,2011,드라마
데이식스,2011,"스릴러,미스터리,SF"
지구대충돌,2011,"액션,SF,스릴러"
에이리언 터미네이터,2011,SF
해로 (偕老),2011,드라마
핑크,2011,드라마
콩가네,2011,"가족,코미디"
캠퍼스 S 커플,2011,"멜로/로맨스,드라마,코미디"
챔프,2011,드라마
원더풀 라디오,2011,"드라마,멜로/로맨스"
오직 그대만,2011,멜로/로맨스
숫호구,2011,코미디
딥 임팩트 파이널,2011,"액션,SF"
백프로,2011,"코미디,드라마"
바비,2011,드라마
네버엔딩 스토리,2011,"코미디,멜로/로맨스"
굿바이 홈런,2011,다큐멘터리
U.F.O.,2011,"드라마,미스터리"
결정적 한방,2011,"코미디,드라마"
소림배구,2011,"액션,드라마"
지킬 앤 하이드,2011,"뮤지컬,공연,멜로/로맨스,드라마,스릴러"
영화판,2011,다큐멘터리
볼츠와 블립,2011,"애니메이션,코미디,어드벤처"
대부 : 끝나지 않은 이야기,2011,"범죄,액션"
홈 스위트 홈,2011,드라마
인류멸망 보고서,2011,SF
미운오리새끼,2011,드라마
레드마리아,2011,다큐멘터리
간기남,2011,"코미디,스릴러"
메이크 유어 무브,2011,"멜로/로맨스,드라마"
서바이벌 워,2011,"액션,스릴러"
봄의 멜로디,2011,드라마
불량변호사,2011,드라마
섀도우 솔저,2011,"액션,전쟁"
대영웅 소남인,2011,"액션,코미디"
라스트건맨,2011,"액션,범죄"
파라노말 이니테이션,2011,공포(호러)
살인의 기억,2011,SF
변종샤크,2011,"SF,스릴러"
클라우트로포비아: 폐소공포증,2011,"공포(호러),스릴러"
로스트 크리스마스,2011,드라마
나쁜 피,2011,범죄
보이드 갱,2011,"범죄,드라마"
런어웨이 걸,2011,"코미디,드라마"
하나안,2011,"드라마,범죄"
생존게임 247°F,2011,"공포(호러),스릴러"
맨 온 더 트레인,2011,드라마
마이애미 대침몰,2011,"SF,액션"
토네이도,2011,SF
바이올렛 앤 데이지,2011,"액션,스릴러"
오오키가의 즐거운 여행 : 신혼지옥편,2011,코미디
캐릭터,2011,드라마
헤드헌터,2011,"액션,범죄,스릴러"
스파이더 대침공,2011,"SF,공포(호러)"
미스테리 예고살인,2011,"미스터리,스릴러"
워리어스 레인보우2: 최후의 결전,2011,"전쟁,드라마"
레퀴엠 포 어 킬러,2011,스릴러
둠스데이 지구 최후의 날,2011,SF
무예타이 갱,2011,액션
소녀 리오의 욕망,2011,멜로/로맨스
언터처블: 1%의 우정,2011,"코미디,드라마"
무사 노보우: 최후의 결전,2011,"전쟁,드라마"
스탠드업,2011,"코미디,멜로/로맨스"
키스,2011,드라마
워리어스 레인보우: 항전의 시작,2011,"드라마,액션"
론리 플레이스 투 다이,2011,"액션,스릴러"
은밀한 사육,2011,멜로/로맨스
푸른소금,2011,"액션,드라마,멜로/로맨스"
더 킥,2011,액션
007 스카이폴,2011,액션
트랜스포머 3,2011,"액션,어드벤처"
탑캣: 뉴욕 대소동,2011,"애니메이션,액션,코미디"
내 여자친구의 결혼식,2011,코미디
왕의 이름으로 2,2011,"액션,어드벤처,드라마,판타지"
고스트 패밀리: 구출 대작전,2011,"판타지,어드벤처"
불량경찰4: 부정부패소탕작전,2011,액션
디셈버,2011,"멜로/로맨스,드라마"
라이프 오브 시몬,2011,"드라마,전쟁"
대무생,2011,"액션,드라마,멜로/로맨스"
킹메이커,2011,드라마
호텔플라워즈,2011,"액션,드라마,범죄"
리미트리스,2011,"미스터리,스릴러,액션"
헤이와이어,2011,"액션,스릴러,미스터리,어드벤처,드라마"
빅뱅,2011,"미스터리,스릴러"
홍금보의 채리불권,2011,"액션,코미디,드라마"
사일런트 스크림,2011,"공포(호러),스릴러"
트레스패스,2011,"스릴러,드라마,범죄"
스페셜 포스,2011,"액션,어드벤처,드라마"
페이스 블라인드,2011,"범죄,미스터리,스릴러"
더 씽,2011,"공포(호러),미스터리,SF"
라르고 윈치 2,2011,"액션,스릴러,어드벤처"
극장판 썬더일레븐GO : 궁극의 우정 그리폰,2011,애니메이션
머신건 프리처,2011,"액션,드라마,범죄"
콜드 라잇 오브 데이,2011,"액션,스릴러"
디바이드,2011,"공포(호러),스릴러,SF"
도노반스 에코,2011,"드라마,판타지,미스터리"
미션임파서블:고스트프로토콜,2011,액션
포트리스,2011,"액션,전쟁"
세이지: 육지의 물고기,2011,드라마
로렉스,2011,애니메이션
하늘이 보내준 딸,2011,가족
철권: 블러드 벤전스,2011,"애니메이션,액션"
수호지 천하호걸-고대수,2011,"액션,드라마"
포스터,2011,"가족,드라마,판타지"
봉배도저,2011,액션
7광구,2011,"SF,액션,스릴러"
마이 블랙 미니드레스,2011,드라마
점박이:한반도의 공룡3D,2011,"애니메이션,어드벤처,액션"
분노의 파이터,2011,"액션,드라마"
월드 워 좀비,2011,"공포(호러),액션"
두부요괴,2011,애니메이션
오렌지,2011,"코미디,멜로/로맨스,드라마"
수호지-영웅천하 손립,2011,액션
화이트 고릴라,2011,애니메이션
폭렬닌자 키사라기,2011,액션
마릴린 먼로와 함께한 일주일,2011,드라마
버터 러버,2011,"드라마,코미디"
